text,category,severity,service_type
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days. This is affecting my work.,hardware,low,peripheral
"Please assist, Printer not detected. Printer not detected on the network this week. Cannot print from any PC. I cannot continue my tasks.",printer,high,toner
"Morning, Keyboard not responding. The keyboard keys are not responding and the mouse freezes since yesterday. This is delaying service.",hardware,low,laptop
"Afternoon, Faded prints. Printer prints faded pages and shows low toner this week. It is urgent.",printer,medium,print_queue
Overheating The desktop computer becomes very hot and shuts down during work after the latest update. I cannot continue my tasks.,hardware,low,desktop
Application crashing The application crashes when I click submit/save after restart. This impacts customer support.,software,medium,web_application
Requesting support: Internal HR system not responding. The HR system is not responding and pages keep loading since yesterday.,software,low,os_update
Cannot send email Emails stay in outbox with server connection error this week. This is delaying service.,email,medium,calendar
Requesting support: Account disabled. My account seems disabled and I cannot sign in this week.,account,high,password_reset
Malware alert detected Antivirus detected malware and quarantined a file after the latest update. Please investigate. This is affecting my work.,security,critical,malware
Blue screen on PC The PC shows a blue screen and restarts frequently since yesterday. I cannot continue my tasks.,hardware,high,power
"Afternoon, DNS issue. Some websites open but others fail; looks like DNS issue for the past 2 days. This is delaying service.",network,medium,vpn
Request new access Please grant me access to the procurement/finance module required for my work after restart. This is affecting my work.,account,low,mfa
Cannot send email Emails stay in outbox with server connection error since yesterday. This is delaying service.,email,medium,calendar
Calendar invites failing Meeting invites fail or do not update in calendar after the latest update. This impacts customer support.,email,high,email
"Morning, Unauthorized login attempts. There are login attempts from unknown location on my account since this morning. I cannot continue my tasks.",security,critical,unauthorized_access
Internal HR system not responding The HR system is not responding and pages keep loading since this morning.,software,high,desktop_application
"Hello, Scanner not working. Scanner fails with paper jam message even when clear after the latest update.",printer,medium,toner
"Morning, No internet connection. Wi-Fi shows connected but no internet works this week. This is affecting my work.",network,medium,file_sharing
Malware alert detected Antivirus detected malware and quarantined a file for the past 2 days. Please investigate.,security,critical,unauthorized_access
"Afternoon, Monitor flickering. My monitor keeps flickering and sometimes goes black after the latest update. I cannot continue my tasks.",hardware,medium,desktop
Password reset required I forgot my password and I am locked out after attempts after restart. This is affecting my work.,account,medium,permissions
Antivirus license expired Antivirus says license expired and blocks updates since yesterday. This is delaying service.,software,high,os_update
Battery not charging The PC battery is not charging and only works with charger.,hardware,high,laptop
Overheating The laptop becomes very hot and shuts down during work today. It is urgent.,hardware,medium,workstation
"Please assist, Monitor flickering. My monitor keeps flickering and sometimes goes black after the latest update. This is affecting my work.",hardware,low,power
"Hi IT team, Printer offline. Printer shows offline and jobs do not print since yesterday. It is urgent.",printer,high,print_queue
Cannot start desktop computer The desktop computer is not powering on after the latest update. The power light is off. It is urgent.,hardware,high,laptop
"Please assist, Faded prints. Printer prints faded pages and shows low toner after restart. This impacts customer support.",printer,medium,printer
Request new access Please grant me access to the procurement/finance module required for my work after the latest update. This is delaying service.,account,high,password_reset
DNS issue Some websites open but others fail; looks like DNS issue since yesterday.,network,high,file_sharing
DNS issue Some websites open but others fail; looks like DNS issue since this morning. This impacts customer support.,network,medium,lan
Network connection is very slow The network is very slow at engineering unit for the past 2 days. Emails take long and sites time out. This impacts customer support.,network,high,vpn
Network connection is very slow The network is very slow at engineering unit for the past 2 days. Emails take long and sites time out. I cannot continue my tasks.,network,low,lan
"Kindly help, Password reset required. I forgot my password and I am locked out after attempts today. This impacts customer support.",account,high,access_management
Phishing email reported I received a suspicious email asking for credentials for the past 2 days. I did not click links.,security,high,phishing
Calendar invites failing Meeting invites fail or do not update in calendar for the past 2 days.,email,medium,collaboration
Requesting support: Internal HR system not responding. The HR system is not responding and pages keep loading this week. This impacts customer support.,software,low,os_update
DNS issue Some websites open but others fail; looks like DNS issue since this morning. I cannot continue my tasks.,network,medium,connectivity
Cannot send email Emails stay in outbox with server connection error for the past 2 days. This is delaying service.,email,medium,calendar
"Afternoon, Account disabled. My account seems disabled and I cannot sign in today. This is delaying service.",account,high,access_management
Shared mailbox request Please grant access to shared mailbox for our department since this morning. I cannot continue my tasks.,email,medium,calendar
Update failed Windows/software update fails with an error code and PC becomes slow for the past 2 days. This impacts customer support.,software,high,web_application
"Please assist, Shared mailbox request. Please grant access to shared mailbox for our department since this morning. It is urgent.",email,medium,mailbox_access
DNS issue Some websites open but others fail; looks like DNS issue after restart. It is urgent.,network,high,dns
Attachments blocked Email attachments cannot be downloaded or are blocked this week. This impacts customer support.,email,low,collaboration
USB security warning A USB device triggered a security warning when connected after the latest update. It is urgent.,security,high,phishing
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. This impacts customer support.,security,high,malware
Request new access Please grant me access to the procurement/finance module required for my work since this morning. It is urgent.,account,low,permissions
Access denied to folder I get access denied when opening the shared folder/system since this morning. I cannot continue my tasks.,account,high,permissions
"Hi IT team, Antivirus license expired. Antivirus says license expired and blocks updates today. This is affecting my work.",software,medium,database_client
Internal HR system not responding The HR system is not responding and pages keep loading today. This is delaying service.,software,medium,os_update
"Hi IT team, Cannot send email. Emails stay in outbox with server connection error for the past 2 days. This is affecting my work.",email,low,calendar
"Morning, Monitor flickering. My monitor keeps flickering and sometimes goes black after the latest update. This is affecting my work.",hardware,medium,workstation
"Kindly help, USB security warning. A USB device triggered a security warning when connected after the latest update. It is urgent.",security,high,unauthorized_access
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning.,hardware,medium,power
USB security warning A USB device triggered a security warning when connected this week. This is affecting my work.,security,high,data_leak
IT portal error on submit The IT portal shows an error when submitting a ticket since this morning. This impacts customer support.,software,medium,web_application
No internet connection Wi-Fi shows connected but no internet works for the past 2 days. This impacts customer support.,network,high,vpn
"Afternoon, Cannot access shared drive. I cannot access the shared drive on the network this week. It says path not found. This is delaying service.",network,high,dns
"Afternoon, Printer not detected. Printer not detected on the network since this morning. Cannot print from any PC. It is urgent.",printer,low,toner
IT portal error on submit The IT portal shows an error when submitting a ticket this week. This impacts customer support.,software,low,antivirus
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning. I cannot continue my tasks.,hardware,low,power
"Hello, VPN not connecting. VPN fails to connect to head office today. I cannot access shared folders.",network,medium,dns
"Hi IT team, Network connection is very slow. The network is very slow at reception after the latest update. Emails take long and sites time out. I cannot continue my tasks.",network,medium,connectivity
"Please assist, Unauthorized login attempts. There are login attempts from unknown location on my account after the latest update. This is delaying service.",security,critical,phishing
Faded prints Printer prints faded pages and shows low toner for the past 2 days. This impacts customer support.,printer,medium,printer
Printer offline Printer shows offline and jobs do not print after the latest update. It is urgent.,printer,high,toner
Unauthorized login attempts There are login attempts from unknown location on my account since yesterday. This is delaying service.,security,critical,security_incident
Battery not charging The computer battery is not charging and only works with charger. I cannot continue my tasks.,hardware,medium,laptop
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal after the latest update. It says invalid session or error. This impacts customer support.,software,medium,antivirus
Outlook not syncing Outlook is not syncing new emails after restart. This is affecting my work.,email,medium,mailbox_access
"Hello, Internal HR system not responding. The HR system is not responding and pages keep loading since yesterday. I cannot continue my tasks.",software,low,web_application
Monitor flickering My monitor keeps flickering and sometimes goes black today. I cannot continue my tasks.,hardware,medium,power
"Morning, Account disabled. My account seems disabled and I cannot sign in since yesterday. I cannot continue my tasks.",account,high,permissions
Monitor flickering My monitor keeps flickering and sometimes goes black since yesterday. This is delaying service.,hardware,high,desktop
Password reset required I forgot my password and I am locked out after attempts for the past 2 days. It is urgent.,account,medium,permissions
"Afternoon, Printer not detected. Printer not detected on the network for the past 2 days. Cannot print from any PC. It is urgent.",printer,low,printer
Print queue stuck Print queue is stuck and jobs cannot be cancelled today.,printer,low,print_queue
"Please assist, Scanner not working. Scanner fails with paper jam message even when clear after restart. This impacts customer support.",printer,high,print_queue
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. This is affecting my work.,security,high,phishing
"Hello, Access denied to folder. I get access denied when opening the shared folder/system today. This is affecting my work.",account,high,permissions
Request new access Please grant me access to the procurement/finance module required for my work after the latest update. This impacts customer support.,account,medium,password_reset
Account disabled My account seems disabled and I cannot sign in for the past 2 days.,account,high,access_management
Faded prints Printer prints faded pages and shows low toner after restart. This impacts customer support.,printer,high,print_queue
Scanner not working Scanner fails with paper jam message even when clear for the past 2 days. It is urgent.,printer,low,scanner
Cannot start laptop The laptop is not powering on after restart. The power light is off. This is delaying service.,hardware,high,power
No internet connection Wi-Fi shows connected but no internet works today. It is urgent.,network,high,file_sharing
Attachments blocked Email attachments cannot be downloaded or are blocked since this morning. This is affecting my work.,email,low,calendar
Application crashing The application crashes when I click submit/save after the latest update. It is urgent.,software,low,os_update
"Hello, Overheating. The desktop computer becomes very hot and shuts down during work today. I cannot continue my tasks.",hardware,low,desktop
Monitor flickering My monitor keeps flickering and sometimes goes black after restart. This is affecting my work.,hardware,low,peripheral
Faded prints Printer prints faded pages and shows low toner today.,printer,high,scanner
Possible data leak A sensitive document may have been shared incorrectly after restart. Please advise. This impacts customer support.,security,critical,security_incident
"Kindly help, Battery not charging. The computer battery is not charging and only works with charger. This impacts customer support.",hardware,high,power
Monitor flickering My monitor keeps flickering and sometimes goes black today.,hardware,high,workstation
Application crashing The application crashes when I click submit/save this week. I cannot continue my tasks.,software,medium,database_client
"Please assist, Cannot start workstation. The workstation is not powering on after restart. The power light is off. This impacts customer support.",hardware,high,peripheral
"Hi IT team, Shared mailbox request. Please grant access to shared mailbox for our department after restart. This impacts customer support.",email,low,email
IT portal error on submit The IT portal shows an error when submitting a ticket after the latest update.,software,low,database_client
IT portal error on submit The IT portal shows an error when submitting a ticket since yesterday. This impacts customer support.,software,medium,os_update
IT portal error on submit The IT portal shows an error when submitting a ticket today.,software,low,web_application
"Hello, LAN keeps disconnecting. Ethernet connection drops when cable is moved after restart. This is delaying service.",network,high,wifi
Account disabled My account seems disabled and I cannot sign in after the latest update. This is affecting my work.,account,high,mfa
Access denied to folder I get access denied when opening the shared folder/system after the latest update. I cannot continue my tasks.,account,high,access_management
"Morning, DNS issue. Some websites open but others fail; looks like DNS issue after restart. It is urgent.",network,medium,connectivity
Shared mailbox request Please grant access to shared mailbox for our department this week. This impacts customer support.,email,low,email
Monitor flickering My monitor keeps flickering and sometimes goes black for the past 2 days. This impacts customer support.,hardware,high,desktop
MFA not working OTP/MFA is not working and I cannot login after restart. This is affecting my work.,account,medium,mfa
"Hi IT team, Attachments blocked. Email attachments cannot be downloaded or are blocked for the past 2 days. I cannot continue my tasks.",email,low,calendar
USB security warning A USB device triggered a security warning when connected after the latest update. This is affecting my work.,security,high,unauthorized_access
Requesting support: Shared mailbox request. Please grant access to shared mailbox for our department since yesterday. This is affecting my work.,email,medium,calendar
"Please assist, Application crashing. The application crashes when I click submit/save after restart. This is delaying service.",software,low,web_application
Requesting support: No internet connection. Wi-Fi shows connected but no internet works this week. It is urgent.,network,high,lan
Outlook not syncing Outlook is not syncing new emails after restart. It is urgent.,email,medium,collaboration
"Hi IT team, Cannot start desktop computer. The desktop computer is not powering on this week. The power light is off. This impacts customer support.",hardware,high,power
"Morning, Account disabled. My account seems disabled and I cannot sign in for the past 2 days. It is urgent.",account,high,permissions
Account disabled My account seems disabled and I cannot sign in today. I cannot continue my tasks.,account,high,access_management
Printer not detected Printer not detected on the network after the latest update. Cannot print from any PC. This is delaying service.,printer,medium,print_queue
IT portal error on submit The IT portal shows an error when submitting a ticket this week. This is delaying service.,software,low,antivirus
Print queue stuck Print queue is stuck and jobs cannot be cancelled since this morning. This is affecting my work.,printer,medium,printer
Cannot access shared drive I cannot access the shared drive on the network since this morning. It says path not found.,network,low,connectivity
Request new access Please grant me access to the procurement/finance module required for my work today.,account,low,mfa
"Kindly help, Unauthorized login attempts. There are login attempts from unknown location on my account since this morning. This is delaying service.",security,critical,malware
"Morning, Printer offline. Printer shows offline and jobs do not print this week. This is delaying service.",printer,high,print_queue
Internal HR system not responding The HR system is not responding and pages keep loading this week. It is urgent.,software,medium,web_application
"Kindly help, Unauthorized login attempts. There are login attempts from unknown location on my account after the latest update. This is affecting my work.",security,critical,security_incident
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. It is urgent.,security,high,phishing
Shared mailbox request Please grant access to shared mailbox for our department for the past 2 days. This is affecting my work.,email,medium,mailbox_access
USB security warning A USB device triggered a security warning when connected since this morning. I cannot continue my tasks.,security,high,malware
"Hello, Faded prints. Printer prints faded pages and shows low toner today. This is affecting my work.",printer,medium,scanner
Password reset required I forgot my password and I am locked out after attempts since this morning. It is urgent.,account,medium,password_reset
Blue screen on desktop computer The desktop computer shows a blue screen and restarts frequently today. It is urgent.,hardware,high,desktop
Print queue stuck Print queue is stuck and jobs cannot be cancelled since yesterday. This is affecting my work.,printer,high,scanner
Cannot start workstation The workstation is not powering on after restart. The power light is off. It is urgent.,hardware,high,peripheral
Requesting support: Faded prints. Printer prints faded pages and shows low toner after restart.,printer,medium,toner
Unauthorized login attempts There are login attempts from unknown location on my account since yesterday. It is urgent.,security,critical,malware
"Hello, Monitor flickering. My monitor keeps flickering and sometimes goes black since this morning. This impacts customer support.",hardware,medium,laptop
Cannot start workstation The workstation is not powering on this week. The power light is off. This is affecting my work.,hardware,high,power
LAN keeps disconnecting Ethernet connection drops when cable is moved after restart. I cannot continue my tasks.,network,medium,dns
Print queue stuck Print queue is stuck and jobs cannot be cancelled today.,printer,medium,toner
Attachments blocked Email attachments cannot be downloaded or are blocked for the past 2 days. This impacts customer support.,email,high,collaboration
Scanner not working Scanner fails with paper jam message even when clear since yesterday. I cannot continue my tasks.,printer,low,print_queue
Printer not detected Printer not detected on the network after restart. Cannot print from any PC. I cannot continue my tasks.,printer,medium,toner
Requesting support: Printer offline. Printer shows offline and jobs do not print for the past 2 days. This is affecting my work.,printer,high,scanner
Outlook not syncing Outlook is not syncing new emails since yesterday.,email,low,calendar
"Hi IT team, Blue screen on PC. The PC shows a blue screen and restarts frequently after the latest update. This is delaying service.",hardware,high,desktop
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. This impacts customer support.,security,high,data_leak
No internet connection Wi-Fi shows connected but no internet works today. This impacts customer support.,network,high,wifi
Internal HR system not responding The HR system is not responding and pages keep loading since yesterday. This is affecting my work.,software,low,web_application
Network connection is very slow The network is very slow at Maseru HQ this week. Emails take long and sites time out. This impacts customer support.,network,high,file_sharing
MFA not working OTP/MFA is not working and I cannot login since this morning. This is affecting my work.,account,high,permissions
IT portal error on submit The IT portal shows an error when submitting a ticket for the past 2 days. It is urgent.,software,high,web_application
Printer not detected Printer not detected on the network today. Cannot print from any PC. I cannot continue my tasks.,printer,medium,printer
Password reset required I forgot my password and I am locked out after attempts since this morning. This is delaying service.,account,medium,permissions
Outlook not syncing Outlook is not syncing new emails since yesterday. This is affecting my work.,email,medium,collaboration
"Please assist, Outlook not syncing. Outlook is not syncing new emails for the past 2 days. I cannot continue my tasks.",email,low,mailbox_access
I need help with Phishing email reported. I received a suspicious email asking for credentials since yesterday. I did not click links. This is delaying service.,security,high,unauthorized_access
Possible data leak A sensitive document may have been shared incorrectly for the past 2 days. Please advise. This impacts customer support.,security,critical,phishing
Possible data leak A sensitive document may have been shared incorrectly since this morning. Please advise. This is delaying service.,security,critical,malware
Application crashing The application crashes when I click submit/save after restart. This is delaying service.,software,medium,antivirus
Calendar invites failing Meeting invites fail or do not update in calendar this week. This is delaying service.,email,high,email
"Hi IT team, Keyboard not responding. The keyboard keys are not responding and the mouse freezes after restart. I cannot continue my tasks.",hardware,medium,laptop
Outlook not syncing Outlook is not syncing new emails since yesterday. This is affecting my work.,email,high,collaboration
Unauthorized login attempts There are login attempts from unknown location on my account since yesterday.,security,critical,data_leak
No internet connection Wi-Fi shows connected but no internet works since yesterday.,network,medium,dns
"Hi IT team, Application crashing. The application crashes when I click submit/save since this morning.",software,high,web_application
Scanner not working Scanner fails with paper jam message even when clear after restart. This impacts customer support.,printer,medium,toner
Request new access Please grant me access to the procurement/finance module required for my work for the past 2 days. I cannot continue my tasks.,account,medium,permissions
I need help with Password reset required. I forgot my password and I am locked out after attempts since yesterday. This is affecting my work.,account,medium,permissions
MFA not working OTP/MFA is not working and I cannot login since this morning. It is urgent.,account,high,mfa
Outlook not syncing Outlook is not syncing new emails today. This impacts customer support.,email,medium,mailbox_access
"Hi IT team, Blue screen on PC. The PC shows a blue screen and restarts frequently since this morning. It is urgent.",hardware,high,laptop
Password reset required I forgot my password and I am locked out after attempts since this morning. It is urgent.,account,medium,access_management
Scanner not working Scanner fails with paper jam message even when clear after restart. It is urgent.,printer,medium,print_queue
"Please assist, Monitor flickering. My monitor keeps flickering and sometimes goes black for the past 2 days. This impacts customer support.",hardware,medium,workstation
"Please assist, Update failed. Windows/software update fails with an error code and PC becomes slow after the latest update.",software,medium,desktop_application
"Hello, Password reset required. I forgot my password and I am locked out after attempts for the past 2 days. This impacts customer support.",account,high,permissions
Scanner not working Scanner fails with paper jam message even when clear today. This is affecting my work.,printer,high,print_queue
Requesting support: VPN not connecting. VPN fails to connect to head office today. I cannot access shared folders. I cannot continue my tasks.,network,medium,dns
LAN keeps disconnecting Ethernet connection drops when cable is moved today. This is delaying service.,network,medium,connectivity
"Morning, Application crashing. The application crashes when I click submit/save after the latest update. I cannot continue my tasks.",software,high,database_client
Print queue stuck Print queue is stuck and jobs cannot be cancelled since this morning. I cannot continue my tasks.,printer,medium,printer
"Hello, Application crashing. The application crashes when I click submit/save after the latest update.",software,medium,antivirus
Request new access Please grant me access to the procurement/finance module required for my work since this morning. This impacts customer support.,account,medium,permissions
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal since this morning. It says invalid session or error. It is urgent.,software,medium,os_update
USB security warning A USB device triggered a security warning when connected today. This is delaying service.,security,high,security_incident
I need help with USB security warning. A USB device triggered a security warning when connected since this morning.,security,high,security_incident
Requesting support: Blue screen on PC. The PC shows a blue screen and restarts frequently after the latest update. This is affecting my work.,hardware,high,laptop
"Kindly help, Antivirus license expired. Antivirus says license expired and blocks updates for the past 2 days. It is urgent.",software,medium,database_client
"Hi IT team, Phishing email reported. I received a suspicious email asking for credentials for the past 2 days. I did not click links. This is delaying service.",security,high,security_incident
LAN keeps disconnecting Ethernet connection drops when cable is moved for the past 2 days. This is delaying service.,network,medium,connectivity
Battery not charging The laptop battery is not charging and only works with charger. It is urgent.,hardware,low,workstation
Access denied to folder I get access denied when opening the shared folder/system today. This is delaying service.,account,medium,permissions
DNS issue Some websites open but others fail; looks like DNS issue for the past 2 days. I cannot continue my tasks.,network,medium,file_sharing
Overheating The PC becomes very hot and shuts down during work for the past 2 days. It is urgent.,hardware,high,power
Cannot start desktop computer The desktop computer is not powering on after restart. The power light is off. This is affecting my work.,hardware,high,laptop
"Kindly help, USB security warning. A USB device triggered a security warning when connected for the past 2 days. This is delaying service.",security,high,unauthorized_access
Account disabled My account seems disabled and I cannot sign in since this morning.,account,high,permissions
Cannot send email Emails stay in outbox with server connection error for the past 2 days. This is delaying service.,email,medium,mailbox_access
"Morning, Overheating. The desktop computer becomes very hot and shuts down during work after restart. This is delaying service.",hardware,medium,desktop
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal this week. It says invalid session or error. I cannot continue my tasks.,software,high,desktop_application
Update failed Windows/software update fails with an error code and PC becomes slow after the latest update. I cannot continue my tasks.,software,high,desktop_application
Faded prints Printer prints faded pages and shows low toner after the latest update. This impacts customer support.,printer,medium,toner
DNS issue Some websites open but others fail; looks like DNS issue for the past 2 days. This is affecting my work.,network,medium,dns
Access denied to folder I get access denied when opening the shared folder/system after restart. This is affecting my work.,account,medium,password_reset
"Kindly help, Print queue stuck. Print queue is stuck and jobs cannot be cancelled today. I cannot continue my tasks.",printer,medium,printer
Monitor flickering My monitor keeps flickering and sometimes goes black today.,hardware,low,laptop
Outlook not syncing Outlook is not syncing new emails after the latest update. I cannot continue my tasks.,email,medium,calendar
"Morning, VPN not connecting. VPN fails to connect to head office after the latest update. I cannot access shared folders.",network,medium,vpn
Password reset required I forgot my password and I am locked out after attempts after the latest update. I cannot continue my tasks.,account,high,mfa
Requesting support: Antivirus license expired. Antivirus says license expired and blocks updates after the latest update. I cannot continue my tasks.,software,low,antivirus
Access denied to folder I get access denied when opening the shared folder/system for the past 2 days. This impacts customer support.,account,medium,permissions
"Kindly help, IT portal error on submit. The IT portal shows an error when submitting a ticket after restart. This is affecting my work.",software,medium,database_client
Malware alert detected Antivirus detected malware and quarantined a file after the latest update. Please investigate. This is delaying service.,security,critical,unauthorized_access
Update failed Windows/software update fails with an error code and PC becomes slow after the latest update. It is urgent.,software,medium,antivirus
Password reset required I forgot my password and I am locked out after attempts this week. I cannot continue my tasks.,account,high,permissions
Antivirus license expired Antivirus says license expired and blocks updates this week.,software,medium,database_client
"Hi IT team, MFA not working. OTP/MFA is not working and I cannot login since this morning. This is delaying service.",account,high,mfa
I need help with Cannot send email. Emails stay in outbox with server connection error for the past 2 days.,email,medium,mailbox_access
Network connection is very slow The network is very slow at finance office since yesterday. Emails take long and sites time out. This is affecting my work.,network,low,dns
Print queue stuck Print queue is stuck and jobs cannot be cancelled today. It is urgent.,printer,medium,scanner
"Hi IT team, Print queue stuck. Print queue is stuck and jobs cannot be cancelled since this morning.",printer,medium,toner
Account disabled My account seems disabled and I cannot sign in today. This is delaying service.,account,high,permissions
Update failed Windows/software update fails with an error code and PC becomes slow since this morning. This is affecting my work.,software,high,antivirus
Printer offline Printer shows offline and jobs do not print after restart. This impacts customer support.,printer,high,toner
"Morning, Monitor flickering. My monitor keeps flickering and sometimes goes black after the latest update. This is affecting my work.",hardware,high,power
Calendar invites failing Meeting invites fail or do not update in calendar since this morning. This impacts customer support.,email,low,mailbox_access
Cannot access shared drive I cannot access the shared drive on the network after the latest update. It says path not found. This is affecting my work.,network,medium,connectivity
Requesting support: Printer offline. Printer shows offline and jobs do not print this week. I cannot continue my tasks.,printer,high,printer
"Hi IT team, Battery not charging. The desktop computer battery is not charging and only works with charger. This is delaying service.",hardware,low,power
Battery not charging The workstation battery is not charging and only works with charger. This impacts customer support.,hardware,medium,peripheral
Antivirus license expired Antivirus says license expired and blocks updates after the latest update. This impacts customer support.,software,medium,desktop_application
Antivirus license expired Antivirus says license expired and blocks updates after the latest update. I cannot continue my tasks.,software,medium,antivirus
Cannot access shared drive I cannot access the shared drive on the network since yesterday. It says path not found.,network,medium,vpn
Cannot start workstation The workstation is not powering on after restart. The power light is off. This impacts customer support.,hardware,high,desktop
Keyboard not responding The keyboard keys are not responding and the mouse freezes today.,hardware,medium,desktop
Faded prints Printer prints faded pages and shows low toner for the past 2 days. I cannot continue my tasks.,printer,low,toner
Cannot access shared drive I cannot access the shared drive on the network since this morning. It says path not found. It is urgent.,network,medium,lan
"Morning, Attachments blocked. Email attachments cannot be downloaded or are blocked for the past 2 days. It is urgent.",email,medium,email
Outlook not syncing Outlook is not syncing new emails for the past 2 days.,email,low,email
I need help with Blue screen on PC. The PC shows a blue screen and restarts frequently for the past 2 days. I cannot continue my tasks.,hardware,high,power
Application crashing The application crashes when I click submit/save after the latest update. It is urgent.,software,medium,web_application
Printer not detected Printer not detected on the network today. Cannot print from any PC. This is affecting my work.,printer,medium,print_queue
"Hi IT team, Antivirus license expired. Antivirus says license expired and blocks updates since this morning. I cannot continue my tasks.",software,medium,database_client
Overheating The computer becomes very hot and shuts down during work this week. I cannot continue my tasks.,hardware,medium,desktop
"Kindly help, Attachments blocked. Email attachments cannot be downloaded or are blocked since yesterday. I cannot continue my tasks.",email,medium,mailbox_access
VPN not connecting VPN fails to connect to head office after the latest update. I cannot access shared folders. This is affecting my work.,network,high,file_sharing
Requesting support: Outlook not syncing. Outlook is not syncing new emails after the latest update. This impacts customer support.,email,medium,mailbox_access
Cannot access shared drive I cannot access the shared drive on the network for the past 2 days. It says path not found. It is urgent.,network,medium,lan
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning.,hardware,low,workstation
Print queue stuck Print queue is stuck and jobs cannot be cancelled since yesterday. I cannot continue my tasks.,printer,medium,toner
Account disabled My account seems disabled and I cannot sign in today. This is affecting my work.,account,high,permissions
Application crashing The application crashes when I click submit/save this week. This impacts customer support.,software,high,os_update
"Afternoon, Malware alert detected. Antivirus detected malware and quarantined a file today. Please investigate. This is affecting my work.",security,critical,security_incident
"Afternoon, VPN not connecting. VPN fails to connect to head office since yesterday. I cannot access shared folders. I cannot continue my tasks.",network,high,file_sharing
Network connection is very slow The network is very slow at finance office since this morning. Emails take long and sites time out. This is delaying service.,network,high,lan
Requesting support: Internal HR system not responding. The HR system is not responding and pages keep loading after restart. This impacts customer support.,software,medium,os_update
Print queue stuck Print queue is stuck and jobs cannot be cancelled since yesterday. This impacts customer support.,printer,medium,printer
Requesting support: Password reset required. I forgot my password and I am locked out after attempts for the past 2 days. It is urgent.,account,high,access_management
Requesting support: Print queue stuck. Print queue is stuck and jobs cannot be cancelled for the past 2 days. It is urgent.,printer,medium,print_queue
IT portal error on submit The IT portal shows an error when submitting a ticket for the past 2 days. This impacts customer support.,software,low,web_application
"Afternoon, Application crashing. The application crashes when I click submit/save today. This impacts customer support.",software,low,os_update
Possible data leak A sensitive document may have been shared incorrectly since this morning. Please advise.,security,critical,security_incident
"Afternoon, Blue screen on PC. The PC shows a blue screen and restarts frequently since this morning. This impacts customer support.",hardware,high,desktop
"Please assist, Monitor flickering. My monitor keeps flickering and sometimes goes black for the past 2 days. It is urgent.",hardware,medium,workstation
IT portal error on submit The IT portal shows an error when submitting a ticket since this morning. This is delaying service.,software,medium,os_update
"Morning, Cannot login to LECIntelliSupport system. I cannot login to the LECIntelliSupport portal after the latest update. It says invalid session or error.",software,medium,antivirus
Malware alert detected Antivirus detected malware and quarantined a file after restart. Please investigate. This is delaying service.,security,critical,security_incident
Requesting support: Monitor flickering. My monitor keeps flickering and sometimes goes black this week. It is urgent.,hardware,high,desktop
Phishing email reported I received a suspicious email asking for credentials after restart. I did not click links. This is affecting my work.,security,high,data_leak
"Hi IT team, Overheating. The desktop computer becomes very hot and shuts down during work since yesterday. This impacts customer support.",hardware,high,peripheral
Account disabled My account seems disabled and I cannot sign in since this morning.,account,high,mfa
I need help with Cannot access shared drive. I cannot access the shared drive on the network since yesterday. It says path not found. This is delaying service.,network,medium,connectivity
Blue screen on workstation The workstation shows a blue screen and restarts frequently after the latest update. This is affecting my work.,hardware,high,desktop
Requesting support: No internet connection. Wi-Fi shows connected but no internet works since this morning. This impacts customer support.,network,high,connectivity
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal since yesterday. It says invalid session or error. This is delaying service.,software,medium,antivirus
VPN not connecting VPN fails to connect to head office after restart. I cannot access shared folders. This is affecting my work.,network,high,dns
Unauthorized login attempts There are login attempts from unknown location on my account for the past 2 days.,security,critical,data_leak
"Hi IT team, Scanner not working. Scanner fails with paper jam message even when clear for the past 2 days. It is urgent.",printer,medium,print_queue
"Hi IT team, Network connection is very slow. The network is very slow at engineering unit this week. Emails take long and sites time out.",network,medium,wifi
"Hi IT team, MFA not working. OTP/MFA is not working and I cannot login after restart.",account,medium,permissions
Application crashing The application crashes when I click submit/save today. It is urgent.,software,low,antivirus
Outlook not syncing Outlook is not syncing new emails after the latest update. This impacts customer support.,email,high,collaboration
"Morning, Monitor flickering. My monitor keeps flickering and sometimes goes black this week. This is affecting my work.",hardware,high,desktop
"Hello, IT portal error on submit. The IT portal shows an error when submitting a ticket today. This is affecting my work.",software,medium,database_client
Print queue stuck Print queue is stuck and jobs cannot be cancelled for the past 2 days. I cannot continue my tasks.,printer,high,print_queue
Blue screen on computer The computer shows a blue screen and restarts frequently today. I cannot continue my tasks.,hardware,high,laptop
IT portal error on submit The IT portal shows an error when submitting a ticket today. This is affecting my work.,software,medium,desktop_application
